patric_id,530F,530M,77F,77M,78F,78M,MG1655F,MG1655F,feature.gene_id,feature.product
fig|511145.12.peg.3177,42.2054,76.1274,18.0628,19.1744,17.2102,27.0201,20.8412,28.7292,947593,Antitoxin HigA
fig|511145.12.peg.3317,84.3275,142.438,16.8206,15.145,36.5707,16.2554,28.3011,28.7555,947750,Putative sugar isomerase involved in processing of exogenous sialic acid
fig|511145.12.peg.579,0,0,1000.63,666.896,111.72,82.8866,21.9126,28.7699,945929,Phage endopeptidase Rz
fig|511145.12.peg.2205,18.6544,10.4811,25.5954,22.0618,37.9265,45.5211,22.8591,28.8338,949027,Sensor histidine kinase BtsS
fig|511145.12.peg.2298,330.727,334.967,131.907,48.6209,183.946,126.266,63.6928,28.9512,946700,"Proteinase inhibitor I11, ecotin precursor"
fig|511145.12.peg.4145,124.666,135.944,14.8365,34.6947,44.2516,46.335,51.1892,28.9714,948528,PsiE protein
fig|511145.12.peg.3138,0,0,30.6511,28.9493,100.818,93.5016,41.4841,28.9763,947517,Transposase InsD for insertion element IS2
fig|511145.12.peg.3093,14.7531,5.11874,0,0,10.1363,8.49492,0,29.0664,947485,Uncharacterized protein YghW
fig|511145.12.peg.2343,24.787,38.4914,13.1298,28.4861,55.532,43.538,33.8596,29.071,946740,Pyrimidine deoxynucleoside triphosphate (dYTP) pyrophosphohydrolase NudI
fig|511145.12.peg.406,46.3428,26.7918,151.59,138.931,23.7824,35.6209,26.4611,29.0734,948585,DNA recombination-dependent growth factor RdgC
fig|511145.12.peg.2570,191.046,275.33,140.882,116.36,145.625,109,73.6768,29.0792,946956,"YpfJ protein, zinc metalloprotease superfamily"
fig|511145.12.peg.1205,6.60529,0,62.947,57.6649,31.3554,18.5871,18.2208,29.2047,945885,Probable two-component-system connector protein YcgZ
fig|511145.12.peg.1737,201.338,226.746,170.922,102.12,363.205,125.771,60.6424,29.2104,944851,Uncharacterized protein YdhQ
fig|511145.12.peg.2930,16.0185,11.6739,16.7005,29.0945,17.1125,39.2208,25.2519,29.2297,947295,UPF0053 inner membrane protein YgdQ
fig|511145.12.peg.916,31.2653,24.2204,26.7313,39.0473,30.5618,18.3453,43.5307,29.2476,949052,"Efflux ABC transporter for glutathione/L-cysteine, essential for assembly of bd-type respiratory oxidases => CydD subunit"
fig|511145.12.peg.4184,31.3475,45.3342,13.7932,33.8748,52.2069,28.453,38.1056,29.2477,948566,Redox-sensitive transcriptional activator SoxR
fig|511145.12.peg.3884,70.8859,64.8499,13.978,43.6033,91.7574,34.3859,36.7621,29.2555,0,Acetolactate synthase large subunit (EC 2.2.1.6)
fig|511145.12.peg.4494,0,0,64.2913,70.0973,28.0048,20.4557,20.8791,29.3295,948867,Type-1 restriction enzyme EcoKI specificity protein
fig|511145.12.peg.1890,16.3242,16.485,7.38393,17.0314,43.7554,21.8092,30.9201,29.4114,946330,Uncharacterized Nudix hydrolase NudL
fig|511145.12.peg.170,0,0,27.5752,25.2889,24.4902,55.4657,27.8691,29.4325,945002,Phosphodiesterase YaeI
fig|511145.12.peg.1089,0,0,42.2269,109.191,0,0,0,29.4826,0,hypothetical protein
fig|511145.12.peg.3881,55.4236,59.083,39.8835,35.6101,47.4412,31.8513,55.218,29.5149,2847698,LysR family transcriptional regulator HdfR
fig|511145.12.peg.1674,217.544,108.636,29.5488,53.228,117.772,188.733,35.0333,29.5201,946628,NAD(P) transhydrogenase N-domain of subunit alpha (EC 1.6.1.2) / NAD(P) transhydrogenase C-domain of subunit alpha (EC 1.6.1.2)
fig|511145.12.peg.2245,25.9374,17.3961,34.8012,37.6816,32.5121,34.7243,34.7188,29.7155,946640,Uncharacterized sugar kinase YeiI
fig|511145.12.peg.654,22.0398,29.9348,52.4278,48.2318,29.0144,34.2722,24.455,29.7387,945798,Fluoride ion transporter CrcB
fig|511145.12.peg.1256,41.5151,48.5557,64.3525,62.433,67.7208,52.4036,44.251,29.7859,945774,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)
fig|511145.12.peg.810,96.3299,540.995,42.0007,52.3956,131.918,94.4808,120.712,29.8266,945398,Molybdopterin synthase sulfur carrier subunit
fig|511145.12.peg.4345,81.9083,56.7692,24.9078,23.2837,62.4364,49.4654,33.3673,29.8354,948729,"2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16) / 3'-nucleotidase (EC 3.1.3.6)"
fig|511145.12.peg.2480,42.3674,48.483,18.7251,3.62284,23.6858,17.5299,36.333,29.8496,946856,"Uncharacterized transcriptional regulator YpdC, AraC family"
fig|511145.12.peg.167,87.1808,131.452,63.4329,59.766,54.1674,133.173,36.6625,29.8667,947139,HtrA protease/chaperone protein
fig|511145.12.peg.1678,112.632,167.578,33.2484,50.2027,51.3345,11.6098,48.6816,29.9393,945156,Inner membrane protein YdgC
fig|511145.12.peg.2065,59.0488,98.7974,22.8251,25.8925,22.9093,40.4118,32.7074,29.9612,945273,"L,D-transpeptidase => ErfK"
fig|511145.12.peg.2369,63.0836,25.0029,35.288,32.0199,65.1495,59.2836,65.8383,30.0034,945136,NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)
fig|511145.12.peg.622,4.87384,3.25321,159.716,151.532,90.0293,30.2658,37.638,30.0643,947426,"2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [enterobactin] siderophore @ 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) of siderophore biosynthesis"
fig|511145.12.peg.3664,57.9438,67.7637,39.8424,43.4976,44.3018,36.1186,46.3691,30.1579,946915,Biotin sulfoxide reductase (EC 1.-.-.-) / Free methionine-(S)-sulfoxide reductase
fig|511145.12.peg.1805,20.3145,33.0394,17.6196,16.0489,42.6355,33.7792,36.8081,30.158,946231,"N,N'-diacetylchitobiose utilization operon protein YdjC"
fig|511145.12.peg.4470,38.5615,17.028,0,0,0,0,44.2815,30.1841,948851,YjiD protein
fig|511145.12.peg.2720,0,0,29.8497,47.5039,45.0256,47.8438,36.1879,30.1964,946123,putative histone
fig|511145.12.peg.501,82.1639,62.1701,24.1717,14.2248,32.8055,33.0931,26.3182,30.2504,947083,Cys-tRNA(Pro) deacylase YbaK
fig|511145.12.peg.2826,32.1355,33.8878,92.3085,71.7389,29.839,26.3773,37.0751,30.286,947206,DNA mismatch repair protein MutS
fig|511145.12.peg.4102,0,0,17.4625,19.2309,67.4874,94.0032,29.9388,30.3851,948495,Heat shock protein C
fig|511145.12.peg.2651,15.5871,13.763,15.3414,18.7642,16.1401,14.7461,20.8148,30.3858,947023,Putative NAGC-like transcriptional regulator
fig|511145.12.peg.3098,49.2307,22.5235,66.3699,46.322,62.6078,74.1262,34.7161,30.3977,947479,UPF0114 protein YqhA
fig|511145.12.peg.4034,7.70682,9.47044,46.3886,43.2108,43.3792,838.104,37.0077,30.4663,948411,Sulfate-binding protein Sbp
fig|511145.12.peg.2611,55.5686,39.5998,126.119,105.072,103.724,88.1219,34.694,30.5497,946982,Outer membrane beta-barrel assembly protein BamB
fig|511145.12.peg.3607,115.739,117.061,10.7956,12.2982,27.6661,41.6237,39.8975,30.5732,948018,"Arsenate reductase (EC 1.20.4.1) glutaredoxin-coupled, glutaredoxin-like family"
fig|511145.12.peg.495,33.1406,67.0922,17.9632,28.71,26.8033,23.1056,25.4876,30.5965,947532,"Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)"
fig|511145.12.peg.3797,13.9692,11.8037,9.82542,25.1522,22.6788,27.3842,16.4116,30.6248,948190,Inner membrane protein YidH
fig|511145.12.peg.2592,52.4754,77.9095,125.558,123.256,103.248,107.943,63.9962,30.7036,946977,DnaA inactivator Hda (shorter homolog of DnaA)
fig|511145.12.peg.3874,206.861,133.656,54.658,43.5742,42.294,33.0832,13.9178,30.7277,948264,"Ribose ABC transporter, ATP-binding protein RbsA (TC 3.A.1.2.1)"
fig|511145.12.peg.4283,188.056,216.338,27.8068,31.5468,10.2591,23.8198,30.3636,30.8732,948670,Lipocalin Blc
fig|511145.12.peg.4000,140.908,102.547,38.2657,47.745,76.2355,61.0494,57.8402,30.8959,948387,Uncharacterized GNAT family acetyltransferase YiiD
fig|511145.12.peg.4110,29.8869,41.0414,60.3421,80.0351,48.6944,51.6858,49.0028,30.8997,948498,"NADH pyrophosphatase (EC 3.6.1.22), decaps 5'-NAD modified RNA"
fig|511145.12.peg.650,20.4847,15.0822,7.87345,15.7256,15.847,19.2846,27.3008,30.9139,947008,Tricarboxylate transport transcriptional regulator TctD => Citrate response regulator CitB
fig|511145.12.peg.1385,12.8214,18.337,10.7192,6.11893,17.6605,13.7165,19.2017,30.9239,945988,Dienelactone hydrolase and related enzymes
fig|511145.12.peg.1978,122.766,114.77,14.1308,8.80797,12.5472,31.0032,64.9697,30.9746,946406,Trehalose-6-phosphate phosphatase (EC 3.1.3.12)
fig|511145.12.peg.1813,47.8964,37.5164,44.375,44.5271,20.6231,15.7874,45.3897,30.9806,948996,Excinuclease cho (excinuclease ABC alternative C subunit)
fig|511145.12.peg.2519,17.8609,51.7236,62.4559,14.0835,422.319,887.017,41.5951,30.984,946882,Sulfate transport system permease protein CysT
fig|511145.12.peg.3185,4.18082,12.0555,25.8376,18.8148,25.5805,11.758,12.5615,31.0278,947604,Inner membrane protein YgjV
fig|511145.12.peg.162,77.3811,137.941,172.274,162.872,75.2072,68.6775,16.8841,31.0877,944857,Iron-sulfur cluster insertion protein ErpA
fig|511145.12.peg.1238,46.8297,66.2774,50.4116,66.8134,84.4797,81.2643,76.5482,31.0969,945756,Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)
fig|511145.12.peg.2039,9.99133,17.1764,24.696,51.3451,12.4086,10.1495,23.8737,31.1153,946476,Very-short-patch mismatch repair endonuclease (G-T specific)
fig|511145.12.peg.2996,66.3043,81.8667,50.9627,47.6418,115.859,59.5454,38.7758,31.19,947378,6-phospho-beta-glucosidase (EC 3.2.1.86)
fig|511145.12.peg.4357,22.1074,115.671,58.2253,79.5074,142.576,43.8034,23.9761,31.2176,948747,Programmed cell death toxin ChpB
fig|511145.12.peg.1475,33.7223,47.3493,41.5071,41.9901,64.8845,44.2596,58.299,31.2303,947569,FMN-dependent NADH-azoreductase (EC 1.7.1.6)
fig|511145.12.peg.2806,27.1581,22.0275,30.5185,46.386,23.5657,15.9472,34.7208,31.2405,947305,AscBF operon repressor
fig|511145.12.peg.3821,107.196,25.3177,30.0117,24.9541,4.47265,13.2552,4.44709,31.2903,948212,Uncharacterized protein YidB
fig|511145.12.peg.121,518.139,774.79,398.074,276.843,794.804,328.367,239.233,31.323,944809,UPF0231 protein YacL
fig|511145.12.peg.2218,23.6336,47.6173,13.4139,40.2877,42.1214,13.308,22.9303,31.3583,946661,Inner membrane protein YohC
fig|511145.12.peg.1959,33.6393,16.4154,37.1491,30.9776,3.55591,3.01866,24.0472,31.371,946390,Flagellar biosynthesis protein FlhA
fig|511145.12.peg.1145,5.11922,4.33108,50.2684,40.8609,25.9426,9.33274,29.2777,31.4806,945649,FhuE receptor precursor
fig|511145.12.peg.1386,25.5159,22.0709,9.57225,15.5192,28.8602,30.7938,18.374,31.5444,945930,"Transcriptional regulator PgrR, LysR family"
fig|511145.12.peg.2700,34.9525,37.582,12.7317,7.10149,19.3436,15.1083,8.89341,31.5929,947106,Uncharacterized protein YfiL
fig|511145.12.peg.1752,33.7433,49.1984,45.7117,43.6091,29.1825,20.9592,30.6678,31.7136,944878,Iron-sulfur cluster assembly protein SufD
fig|511145.12.peg.2709,26.9132,23.8053,33.8548,45.07,27.5125,33.2514,27.043,31.728,947098,Inner membrane protein YpjD
fig|511145.12.peg.1718,49.7393,45.6563,28.3723,29.6138,43.4303,30.8934,70.4026,31.7466,946960,Oxidoreductase YdhF
fig|511145.12.peg.3302,31.6551,40.633,15.8671,16.2834,67.7273,33.723,37.8675,31.7721,947728,Monofunctional biosynthetic peptidoglycan transglycosylase
fig|511145.12.peg.3166,370.653,223.066,38.0123,30.6817,13.8411,9.31465,46.3242,31.8699,945301,Aerotaxis sensor receptor protein
fig|511145.12.peg.2059,65.6556,79.4939,25.1566,18.1891,55.8301,42.5408,45.9671,31.9169,946495,Shikimate transporter
fig|511145.12.peg.3577,79.3361,33.6862,6.79733,8.95691,49.7655,89.0025,46.6411,31.9169,947990,"Nickel ABC transporter, permease protein NikC (TC 3.A.1.5.3)"
fig|511145.12.peg.4259,37.5307,9.49295,0,0,68.3774,9.03987,8.64072,31.9489,948646,Endoribonuclease GhoS
fig|511145.12.peg.411,21.6784,17.0524,39.949,36.8075,18.8704,23.2237,30.0851,31.95,945049,Exonuclease SbcD
fig|511145.12.peg.1814,103.813,92.3462,51.9726,46.3348,9.35029,11.79,40.8703,31.9552,946245,Stresses-induced protein Ves (HutD)
fig|511145.12.peg.2012,13.9077,20.9159,0,5.62958,32.004,19.359,25.0095,31.9641,946909,UPF0033 protein YedF
fig|511145.12.peg.2352,52.1584,63.6253,45.46,33.2768,59.6514,42.1653,10.7746,31.966,945130,"Signal transduction protein PmrD, part of PhoPQ-PmrD-PmrAB multicomponent regulatory system"
fig|511145.12.peg.4167,28.5776,38.4909,146.441,104.884,37.9275,79.6167,32.872,31.9919,948558,tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.91)
fig|511145.12.peg.4116,22.9484,176.936,21.4282,28.489,16.0688,11.5018,45.0901,32.0593,948507,Zinc resistance-associated protein ZraP
fig|511145.12.peg.4322,33.4617,63.1793,15.2155,8.75902,41.4369,29.1006,44.0266,32.2277,948707,YjfP protein
fig|511145.12.peg.2985,0,28.452,195.862,52.5747,39.7831,62.756,163.12,32.228,0,hypothetical protein
fig|511145.12.peg.332,101.378,135.861,12.0777,8.74603,33.9963,25.5276,41.6339,32.298,944975,Cinnamyl alcohol dehydrogenase/reductase (EC 1.1.1.195) @ Alcohol dehydrogenase (EC 1.1.1.1)
fig|511145.12.peg.3938,13.6168,7.32728,65.5139,67.2267,11.597,18.9073,23.3674,32.3232,948318,ATP-dependent DNA helicase RecQ
fig|511145.12.peg.3198,56.2225,105.269,11.877,15.5473,21.3237,29.5869,37.8849,32.3564,947615,"Glutathione S-transferase, omega (EC 2.5.1.18)"
fig|511145.12.peg.1598,31.3966,35.8249,18.2743,30.8853,32.1627,38.5069,34.1949,32.3864,947132,UPF0056 inner membrane protein MarC
fig|511145.12.peg.3623,241.404,111.209,50.005,49.5342,243.084,93.7807,129.618,32.3986,948029,"Transcriptional regulator GadW, AraC family"
fig|511145.12.peg.2565,50.6501,104.427,4.61124,12.9717,28.8113,19.0784,23.6267,32.5522,946953,FIG138056: a glutathione-dependent thiol reductase
fig|511145.12.peg.4261,52.3389,66.0597,27.3161,16.7115,32.2615,25.4861,50.1334,32.5586,948645,Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)
fig|511145.12.peg.4395,20.2872,18.5394,5.17664,10.8929,31.6003,36.0955,24.2965,32.5929,949058,Positive regulator of L-idonate catabolism
fig|511145.12.peg.3039,28.1635,21.6994,35.845,35.6756,25.488,19.7749,30.5429,32.6504,945816,16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)
fig|511145.12.peg.1393,37.8116,40.628,20.7488,46.6261,21.7642,20.3447,171.317,32.6758,945853,Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)
fig|511145.12.peg.2632,25.0307,40.8617,52.2216,79.435,32.0498,34.6853,51.9954,32.7098,945279,Iron-sulfur cluster regulator IscR
fig|511145.12.peg.619,1.26406,3.97327,42.0245,63.786,23.8647,16.8383,24.8082,32.7256,946268,Enterobactin exporter EntS
fig|511145.12.peg.3001,43.3799,61.0172,51.0383,47.2077,68.2434,44.4743,45.9462,32.7295,947389,2-polyprenylphenol hydroxylase
fig|511145.12.peg.3085,54.7852,65.8787,23.8192,30.3712,34.646,46.0293,47.1679,32.7616,948020,[NiFe] hydrogenase metallocenter assembly protein HybG
fig|511145.12.peg.875,30.2391,29.2507,24.1748,36.4751,23.0745,33.4551,34.7193,32.7802,945474,Putative transport protein YbjL
fig|511145.12.peg.658,147.214,235.165,47.6698,46.2795,103.302,73.5397,105.734,32.7919,945227,Lipoyl synthase (EC 2.8.1.8)
fig|511145.12.peg.1999,247.588,168.835,39.545,62.4369,65.1548,97.9408,15.7656,32.8461,946422,"L-cystine ABC transporter (wide substrate range), ATP-binding protein YecC"
fig|511145.12.peg.3000,66.0878,444.496,110.119,86.3268,123.854,228.689,43.2737,32.8573,947390,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)
fig|511145.12.peg.2917,45.3781,47.5047,30.1848,31.9573,37.1562,25.8537,40.2326,32.9375,947287,Exodeoxyribonuclease V alpha chain (EC 3.1.11.5)
fig|511145.12.peg.2840,47.8798,44.2815,56.1725,45.6284,60.9673,40.6984,42.5037,32.9639,947214,tRNA pseudouridine(13) synthase (EC 5.4.99.27)
fig|511145.12.peg.2910,37.9571,31.2086,28.7414,26.3407,25.2403,24.5752,35.1963,32.983,947275,Cysteine desulfurase (EC 2.8.1.7) => sulfur transfer pathway protein CsdA
fig|511145.12.peg.3086,111.181,111.216,10.8297,15.5762,30.7875,70.2075,28.7453,33.0596,948004,[NiFe] hydrogenase nickel incorporation protein HybF
fig|511145.12.peg.2242,28.6272,33.6764,35.5281,61.2405,54.3096,13.7051,34.4344,33.0936,946657,"Transcriptional regulator YeiE, LysR family"
fig|511145.12.peg.1696,26.2647,0,0,30.2509,32.1952,25.5658,56.3673,33.0961,946152,Cnu protein
fig|511145.12.peg.2876,80.12,134.896,41.7292,67.4027,51.1573,34.8885,25.2229,33.1095,947527,7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)
fig|511145.12.peg.4498,22.9657,36.0588,13.7347,14.1921,52.4207,40.2761,48.3235,33.191,948882,Metal-binding GTPase YjiA
fig|511145.12.peg.3053,29.4133,0,177.489,136.323,111.693,28.9252,0,33.2175,0,hypothetical protein
fig|511145.12.peg.4534,30.7048,51.6571,20.1481,29.7902,21.6426,17.4366,32.2083,33.2436,944865,Lipoate-protein ligase A
fig|511145.12.peg.1228,19.4975,24.0675,69.2784,84.8979,50.9321,22.7341,26.8626,33.3687,945746,Error-prone repair protein UmuD
fig|511145.12.peg.3819,10.3113,8.52016,7.84437,8.61247,18.8724,20.632,18.4112,33.4144,948202,Uncharacterized protein YidX
fig|511145.12.peg.1237,65.6423,57.3306,27.9302,32.3715,44.7576,37.5685,41.711,33.4429,945755,K(+)/H(+) antiporter NhaP2
fig|511145.12.peg.1307,29.6638,10.4766,20.5226,14.0334,17.9042,62.1989,1.89707,33.4727,946871,Protein YciE
fig|511145.12.peg.1264,0,0,43.861,0,35.327,0,24.1874,33.4734,2847733,"Small inner membrane protein, YmgF family"
fig|511145.12.peg.1588,42.9512,41.126,24.6417,37.7121,25.4409,27.4046,26.2924,33.5013,946188,UPF0187 protein YneE
fig|511145.12.peg.1327,61.4731,92.1513,70.4201,82.0528,164.095,117.909,37.0917,33.5072,946724,Aconitate hydratase (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)
fig|511145.12.peg.3848,114.896,127.587,47.8527,29.0795,73.3879,43.5023,31.1113,33.5843,948233,Phosphate transport system regulatory protein PhoU
fig|511145.12.peg.1939,130.605,195.504,199.018,164.437,120.973,85.1388,49.5567,33.6211,946371,Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)
fig|511145.12.peg.741,308.617,422.44,88.4493,59.4968,366.419,176.218,107.44,33.6439,945311,Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)
fig|511145.12.peg.3289,73.4452,73.0797,76.5877,77.472,76.2077,71.4925,57.2411,33.6497,947729,Phospholipid ABC transporter ATP-binding protein MlaF
fig|511145.12.peg.2029,12.739,4.17509,53.2266,58.1312,0,3.07268,18.9752,33.7401,946464,Flagellar biosynthesis protein FliR
fig|511145.12.peg.2680,30.0113,46.7322,27.5005,32.1774,28.241,30.5202,34.6127,33.8337,947064,"Transcriptional regulator YfiE, LysR family"
fig|511145.12.peg.2040,13.8436,6.63122,46.0532,50.787,22.7737,37.4142,37.5821,33.8402,946479,DNA-cytosine methyltransferase (EC 2.1.1.37)
fig|511145.12.peg.151,67.5682,57.6891,36.5827,45.7379,97.7195,32.3129,18.9224,33.8885,944855,Sugar fermentation stimulation protein SfsA
fig|511145.12.peg.4519,11.2912,26.9436,89.2994,86.5065,27.2188,29.7918,33.2391,33.9312,948899,Pyrimidine 5'-nucleotidase YjjG (EC 3.1.3.5)
fig|511145.12.peg.2809,122.737,122.62,8.99073,8.31736,21.0074,12.2579,40.5097,33.9496,947428,Formate hydrogenlyase maturation protease (EC 3.4.23.51)
fig|511145.12.peg.1700,14.2538,10.6481,87.5089,111.811,17.5822,22.3007,24.8042,33.9631,946137,Electron transport complex protein RnfC
fig|511145.12.peg.1893,26.6227,27.5735,31.074,35.9701,19.0705,25.3279,26.4958,33.9688,946335,UPF0053 inner membrane protein YoaE
fig|511145.12.peg.4381,54.5927,41.1345,69.4556,63.1357,47.8359,59.9829,59.9153,33.97,948775,"Putative HTH-type transcriptional regulator YjgJ, TetR family"
fig|511145.12.peg.3937,85.0633,31.8686,91.3921,80.6094,23.7673,49.0041,39.4567,33.9887,948307,Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4) @ Outer membrane phospholipase A
fig|511145.12.peg.3182,28.5728,26.624,21.7479,26.5577,36.6737,37.7676,39.5292,34.0308,947600,Uncharacterized oxidoreductase YgjR
fig|511145.12.peg.3788,144.504,120.075,27.9209,23.8238,0.988824,2.93172,46.157,34.1076,948201,Hexose phosphate transport protein UhpT
fig|511145.12.peg.459,73.4069,47.8742,53.8169,46.7596,58.222,52.6119,43.0474,34.1084,946056,Peptidyl-prolyl cis-trans isomerase PpiD (EC 5.2.1.8)
fig|511145.12.peg.4231,0,28.9107,0,33.6621,34.0396,28.3496,37.1079,34.1096,948625,Phosphonate ABC transporter permease protein PhnE (TC 3.A.1.9.1)
fig|511145.12.peg.580,0,0,581.206,426.74,109.171,60.062,80.8536,34.1149,948980,Phage-encoded virulence determinant Bor
fig|511145.12.peg.158,7.45643,3.29452,10.3825,5.92432,0.989611,4.23621,62.3664,34.1213,947510,"Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), periplasmic substrate binding protein FhuD"
fig|511145.12.peg.3963,19.1762,27.5834,51.3615,52.014,28.6769,47.2103,56.0477,34.149,948333,Trk potassium uptake system protein TrkH
fig|511145.12.peg.2358,34.177,30.5444,30.3772,30.6818,24.4593,28.1829,126.911,34.1984,946712,Isochorismate synthase (EC 5.4.4.2) @ Menaquinone-specific isochorismate synthase (EC 5.4.4.2)
fig|511145.12.peg.545,8.99089,8.65731,43.4848,51.6171,17.0672,25.0491,20.0503,34.3166,949053,"UDP-2,3-diacylglucosamine diphosphatase (EC 3.6.1.54)"
fig|511145.12.peg.1835,6.86201,8.11725,11.7523,15.287,12.668,56.1065,10.188,34.3594,946239,Inner membrane protein YnjI
fig|511145.12.peg.4035,18.9465,5.05909,26.8592,25.9912,28.5261,100.917,34.4247,34.4029,948410,CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26)
fig|511145.12.peg.3775,61.2639,31.3321,16.3662,19.0228,30.6756,33.7474,32.0465,34.4218,948171,Uncharacterized protein YicH
fig|511145.12.peg.3018,8.29437,8.00269,9.37098,7.95988,9.15375,20.1501,14.4587,34.4646,947418,Arginine exporter protein ArgO
fig|511145.12.peg.164,17.8586,13.0891,57.3797,53.0883,24.8045,30.2666,29.522,34.4758,947574,"Vitamin B12 ABC transporter, substrate-binding protein BtuF"
fig|511145.12.peg.2277,23.1953,14.9016,70.2102,109.331,24.7749,45.6883,35.7705,34.4798,946685,"Inner membrane protein YejM, alkaline phosphatase superfamily"
fig|511145.12.peg.767,115.207,136.884,38.5211,44.9054,85.0966,73.5875,53.8051,34.4896,945326,Cyd operon protein YbgE
fig|511145.12.peg.424,53.9069,41.8691,62.4093,69.5508,47.7854,33.0308,36.4124,34.5845,949133,Protein translocase subunit SecD
fig|511145.12.peg.2447,0,0,96.3406,111.022,44.6615,37.8663,33.8131,34.6136,946822,Uncharacterized protein YfdI
fig|511145.12.peg.833,62.0426,104.151,16.0109,4.32661,0,20.1527,48.5943,34.6404,947523,Uncharacterized periplasmic protein McbA
fig|511145.12.peg.2329,10.5675,10.5315,1.84286,3.17803,5.34621,5.02239,35.2405,34.8016,946704,Glycerol-3-phosphate transporter
fig|511145.12.peg.1487,51.3193,50.9501,67.3444,66.0575,24.9203,34.9906,40.2613,34.9194,945994,Glucans biosynthesis protein D precursor
fig|511145.12.peg.3286,50.0368,54.4231,86.3044,35.9086,59.7078,39.6204,25.1468,34.95,947710,Phospholipid ABC transporter shuttle protein MlaC
fig|511145.12.peg.366,15.4594,29.2151,53.0391,51.7994,40.0323,35.9745,50.1558,34.9855,944991,S-formylglutathione hydrolase (EC 3.1.2.12)
fig|511145.12.peg.2265,36.8244,33.2236,22.3211,21.2959,23.7761,21.9145,34.251,35.0852,946675,"ABC transporter, substrate-binding protein YejA"
fig|511145.12.peg.1670,29.7108,94.4299,31.7979,12.347,18.3731,28.0988,34.8627,35.1384,947333,Spermidine export protein MdtI
fig|511145.12.peg.1491,46.2873,50.7908,24.3782,34.17,55.3325,49.0417,44.31,35.1443,945852,Tellurite resistance protein TehA
fig|511145.12.peg.2420,31.7679,20.0094,29.5655,30.8093,37.0195,18.999,30.41,35.3513,946800,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61) / FAD-dependent cmnm(5)s(2)U34 oxidoreductase
fig|511145.12.peg.3574,18.8918,11.8493,45.6956,70.8555,14.9545,33.6289,47.8238,35.3887,947979,4'-phosphopantetheinyl transferase (EC 2.7.8.-)
fig|511145.12.peg.1974,0,0,78.4105,94.9495,131.09,153.565,51.0296,35.4207,945867,IS1 protein InsB
fig|511145.12.peg.2227,8.77911,8.67938,13.7063,7.41613,42.9611,50.1318,32.8721,35.5266,948983,Uncharacterized protein YeiS
fig|511145.12.peg.323,3.385,8.18092,15.3148,22.0802,27.8825,25.7583,30.016,35.5301,945278,LysR family transcriptional regulator YahB
fig|511145.12.peg.2257,0,0,0,11.6683,0,0,12.694,35.5557,4056031,UPF0153 protein YeiW
fig|511145.12.peg.3256,12.3357,9.65607,14.9204,19.3009,6.15389,10.8096,14.2629,35.5622,947675,Tryptophan-specific transport protein
fig|511145.12.peg.1658,65.3011,58.1682,5.82273,6.20902,125.419,73.7015,6.70882,35.5897,946135,"Anaerobic selenate reductase, molybdenum cofactor-containing periplasmic protein"
fig|511145.12.peg.4353,35.071,30.2215,22.5513,22.1782,48.3007,35.5058,45.7896,35.7012,948733,Outer membrane component of TAM transport system
fig|511145.12.peg.4403,0,0,24.2655,35.6299,94.3137,94.8567,32.1713,35.7374,948779,Transposase InsD for insertion element IS2
fig|511145.12.peg.509,58.1008,141.382,27.6454,29.6447,44.5333,28.8745,36.4848,35.7669,945126,Putative activity regulator of membrane protease YbbK
fig|511145.12.peg.56,41.5368,41.0653,33.5476,53.4262,38.3385,48.3938,31.4759,35.7964,948992,DnaJ-like protein DjlA
fig|511145.12.peg.1329,23.2222,40.1199,32.1026,34.3563,46.5082,41.1482,27.4314,35.7984,945863,Phosphatidylglycerophosphatase B (EC 3.1.3.27)
fig|511145.12.peg.388,41.6117,51.8759,14.7288,23.9197,72.1775,57.2872,27.612,35.8353,0,hypothetical protein
fig|511145.12.peg.2557,38.4962,56.0857,52.7696,55.4431,155.347,113.751,29.4868,35.8739,946947,NADP-dependent malic enzyme (EC 1.1.1.40)
fig|511145.12.peg.2629,293.349,349.881,1314.91,877.237,630.18,538.642,312.915,35.8845,946999,Iron-sulfur cluster assembly iron binding protein IscA
